,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,TOV,PF,PTS
1968-69,22,OAK,ABA,,12,,1,,,,12,13,,,,,,,34
1969-70,23,WSA,ABA,,9,,0,,,,9,12,,,,,,,25
Career,,,,,12,,1,,,,12,13,,,,,,,34
