Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,TOV%,USG%,,OWS,DWS,WS,WS/48
1968-69,22,OAK,ABA,PG,16,380,13.2,0.494,0,0.563,NA,NA,4.4,12.2,14.1,22.8,NA,0.4,0.4,0.8,0.103
1970-71,24,VIR,ABA,,1,1,29.8,0.568,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0.221
Career,NA,,ABA,,17,381,13.2,0.494,0,0.574,NA,NA,4.4,12.1,14,22.8,NA,0.4,0.4,0.8,0.103
