Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,TOV,PF,PTS
1967-68,25,TOT,ABA,PF,56,NA,23.1,4,9.8,0.412,0,0,NA,4,9.8,0.412,0.412,3.6,5.3,0.677,NA,NA,8,1.1,2.8,3.4,11.6
1967-68,25,OAK,ABA,PF,43,NA,26.1,4.6,11,0.422,0,0,NA,4.6,11,0.422,0.422,3.9,5.7,0.679,NA,NA,8.8,1.2,3.3,3.8,13.1
1967-68,25,PTP,ABA,PF,13,NA,13.2,2,5.7,0.351,0,0,NA,2,5.7,0.351,0.351,2.5,3.7,0.667,NA,NA,5.3,0.7,1.2,2.2,6.5
1968-69,26,TOT,ABA,PF,13,NA,11.4,2.2,4,0.538,0,0,NA,2.2,4,0.538,0.538,1.3,2.4,0.548,2.1,2.2,4.2,0.5,0.8,1.8,5.6
1968-69,26,MNP,ABA,PF,11,NA,12.5,2.3,4.1,0.556,0,0,NA,2.3,4.1,0.556,0.556,1.2,2.5,0.481,2.2,2.2,4.4,0.5,0.9,2.1,5.7
1968-69,26,HSM,ABA,PF,2,NA,5.5,1.5,3.5,0.429,0,0,NA,1.5,3.5,0.429,0.429,2,2,1,1.5,2,3.5,0,0.5,0,5
Career,NA,,ABA,,69,NA,20.9,3.7,8.7,0.423,0,0,NA,3.7,8.7,0.423,0.423,3.1,4.7,0.665,2.1,2.2,7.3,0.9,2.4,3.1,10.5
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,OAK,ABA,,43,NA,26.1,4.6,11,0.422,0,0,NA,4.6,11,0.422,0.422,3.9,5.7,0.679,NA,NA,8.8,1.2,3.3,3.8,13.1
2 seasons,NA,"PTP,MNP",ABA,,24,NA,12.8,2.1,5,0.429,0,0,NA,2.1,5,0.429,0.429,1.9,3.1,0.6,2.2,2.2,4.9,0.6,1,2.1,6.1
1 season,NA,HSM,ABA,,2,NA,5.5,1.5,3.5,0.429,0,0,NA,1.5,3.5,0.429,0.429,2,2,1,1.5,2,3.5,0,0.5,0,5
