Thru 3 Years,Thru 3 Years,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3
Cliff Barker,,2.2,0.1,-0.2
Daequan Cook,88.4,2.2,0.1,-0.4
Stephen Vacendak,88.3,2.2,0.1,-0.4
Mark Davis,81.8,2.3,0.2,-0.1
John Kuester,79.3,1.9,0.1,0
Kevin Loughery,78.0,2.6,0.1,-0.3
Travis Mays,76.2,2.1,0.3,0
Dick O'Keefe,74.7,2.1,0.5,-0.1
Ticky Burden,73.7,2.6,0,0
J.J. Barea,71.5,2.2,0.5,0.1
Jason Hart,71.0,1.9,0.3,0
