,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
1989-90,25,POR,NBA,,11,19,3,4,11,18,9,10,4,4,5,6,3,1,5,5,24,15.9
1990-91,26,TOT,NBA,,12,21,3,5,11,19,7,7,5,3,8,7,3,1,6,5,27,21.1
1990-91,26,POR,NBA,,5,9,1,2,5,9,3,4,3,3,5,4,2,0,2,4,11,10.5
1990-91,26,NJN,NBA,,12,21,3,5,11,19,7,7,5,3,8,7,3,1,6,5,27,21.1
1991-92,27,NJN,NBA,,17,26,5,9,14,23,10,11,4,6,7,8,5,2,7,6,39,31.8
1992-93,28,NJN,NBA,,17,25,5,7,14,23,11,12,2,8,9,9,6,2,8,6,44,33.0
Career,,,,,17,26,5,9,14,23,11,12,5,8,9,9,6,2,8,6,44,33.0
3 Seasons,,NJN,NBA,,17,26,5,9,14,23,11,12,5,8,9,9,6,2,8,6,44,33.0
2 Seasons,,POR,NBA,,11,19,3,4,11,18,9,10,4,4,5,6,3,1,5,5,24,15.9
