,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2007-08,22,DET,NBA,SG,75,970,,95%,5%,,,+8.7,+0.2,10,8,32,6,33,2,113,7,31
2008-09,23,DET,NBA,SG,74,1234,,55%,45%,,,+0.1,+0.8,14,10,77,3,25,1,95,7,14
2009-10,24,DEN,NBA,SG,82,2221,,92%,7%,,,+3.6,-1.5,20,19,121,11,47,9,297,12,50
2010-11,25,DEN,NBA,SG,69,2324,1%,88%,11%,,,+4.0,-2.7,25,19,79,8,63,5,385,12,39
2011-12,26,DEN,NBA,SG,62,2086,2%,71%,26%,1%,,+1.1,-6.2,24,24,67,18,86,6,357,17,62
2012-13,27,ORL,NBA,SF,64,2307,1%,48%,49%,3%,,-7.8,-0.1,45,50,67,20,93,5,474,23,59
2013-14,28,ORL,NBA,SG,73,2552,,49%,51%,1%,,-7.6,-5.0,53,42,51,20,132,14,571,31,59
2014-15,29,TOT,NBA,SG,78,2502,,88%,12%,,,-0.8,-1.4,44,35,73,18,65,8,303,17,63
2014-15,29,DEN,NBA,SG,53,1750,,91%,9%,,,-2.9,+1.7,32,23,46,12,49,6,232,14,47
2014-15,29,POR,NBA,SG,25,752,,82%,19%,,,+4.2,-0.1,12,12,27,6,16,2,71,3,16
2015-16,30,NYK,NBA,SG,71,2371,1%,81%,18%,,,-3.6,-1.9,22,30,51,13,67,4,337,23,47
2016-17,31,SAC,NBA,SG,61,1580,4%,66%,30%,,,-7.5,-5.9,18,10,49,8,30,3,185,7,28
2017-18,32,ORL,NBA,SG,53,682,5%,77%,18%,,,-6.3,-1.6,10,3,31,4,11,2,76,0,8
Career,,,NBA,,762,20829,1%,73%,25%,,,-1.7,-2.5,285,250,698,129,652,59,3193,156,460
,,,,,,,,,,,,,,,,,,,,,,
4 seasons,,DEN,NBA,,266,8381,1%,86%,13%,,,+1.7,-2.3,101,85,313,49,245,26,1271,55,198
3 seasons,,ORL,NBA,,190,5541,1%,52%,46%,1%,,-7.5,-2.5,108,95,149,44,236,21,1121,54,126
2 seasons,,DET,NBA,,149,2204,,72%,27%,,,+3.9,+0.6,24,18,109,9,58,3,208,14,45
1 season,,NYK,NBA,,71,2371,1%,81%,18%,,,-3.6,-1.9,22,30,51,13,67,4,337,23,47
1 season,,SAC,NBA,,61,1580,4%,66%,30%,,,-7.5,-5.9,18,10,49,8,30,3,185,7,28
1 season,,POR,NBA,,25,752,,82%,19%,,,+4.2,-0.1,12,12,27,6,16,2,71,3,16
