Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
1971-72,23,NYK,NBA,SG,78,1173,10.3,0.503,0.478,NA,NA,7.7,11.4,NA,NA,NA,0.8,1.3,2.2,0.089,NA,NA,NA,NA,NA
1972-73,24,NYK,NBA,SG,80,1453,12.4,0.542,0.353,NA,NA,7.8,11.6,NA,NA,NA,2.2,2.2,4.4,0.144,NA,NA,NA,NA,NA
1973-74,25,NYK,NBA,SG,78,2079,11.7,0.534,0.297,6.3,7.9,7.1,10.4,1.4,0.2,NA,2.7,2.3,5,0.115,NA,-0.2,0.5,0.3,1.2
1974-75,26,ATL,NBA,PG,80,2177,13.9,0.515,0.526,3.6,6.2,4.8,24.1,2.4,0.3,NA,2.5,1.4,3.9,0.086,NA,-0.1,0.5,0.4,1.3
1975-76,27,ATL,NBA,SG,68,1418,12.1,0.46,0.401,4.6,6.4,5.5,21.6,1.8,0.3,NA,0.5,0.4,1,0.033,NA,-0.9,-0.9,-1.8,0.1
1976-77,28,NYK,NBA,SG,32,254,8,0.466,0.639,5.1,5.7,5.4,13.2,1.4,0.2,NA,0,0.1,0.2,0.032,NA,-1.9,0.1,-1.8,0
Career,NA,,NBA,,416,8554,12.1,0.512,0.411,4.8,6.8,6.4,16.2,1.9,0.3,NA,8.8,7.8,16.6,0.093,NA,-0.4,0.1,-0.3,2.6
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4 seasons,NA,NYK,NBA,,268,4959,11.4,0.527,0.367,6.2,7.6,7.4,11.1,1.4,0.2,NA,5.8,5.9,11.7,0.113,NA,-0.3,0.5,0.1,1.3
2 seasons,NA,ATL,NBA,,148,3595,13.2,0.492,0.472,4,6.3,5.1,23.1,2.2,0.3,NA,3,1.9,4.9,0.065,NA,-0.4,-0.1,-0.5,1.4
