Season,Team,Lg,Salary
1990-91,Washington Bullets,NBA,"$275,000"
1991-92,Washington Bullets,NBA,"$325,000"
1992-93,Washington Bullets,NBA,"$406,000"
1993-94,Chicago Bulls,NBA,"$150,000"
1993-94,Portland Trail Blazers,NBA,"$150,000"
Career,(may be incomplete),,"$1,306,000"
