,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2012-13,20,TOR,NBA,C,62,1482,,,,,100%,-3.7,-3.4,20,31,102,23,83,5,100,15,30
2013-14,21,TOR,NBA,C,81,2282,,,,,100%,+2.7,-2.3,18,41,102,36,115,11,133,31,62
2014-15,22,TOR,NBA,C,80,2096,,,,,100%,-0.5,-8.0,15,39,109,32,117,10,95,15,63
2015-16,23,TOR,NBA,C,60,1557,,,,,100%,+3.7,-1.7,12,22,80,25,86,3,106,22,48
2016-17,24,TOR,NBA,C,80,2066,,,,,100%,+2.2,-4.9,26,28,106,31,98,3,139,20,36
2017-18,25,TOR,NBA,C,77,1727,,,,,100%,+6.0,-3.6,31,38,92,29,93,2,202,21,49
2018-19,26,TOT,NBA,C,49,1091,,,,,100%,+2.2,+0.6,33,23,78,22,77,6,166,10,41
2018-19,26,TOR,NBA,C,30,564,,,,,100%,+5.5,-0.4,15,6,46,11,36,2,73,5,16
2018-19,26,MEM,NBA,C,19,527,,,,,100%,-1.4,+1.3,18,17,32,11,41,4,93,5,25
2019-20,27,MEM,NBA,C,62,1630,,,,,100%,+0.8,+3.1,32,30,85,22,78,3,266,15,34
Career,,,NBA,,551,13931,,,,,100%,+1.7,-2.9,187,252,754,220,747,43,1207,149,363
,,,,,,,,,,,,,,,,,,,,,,
7 seasons,,TOR,NBA,,470,11774,,,,,100%,+2.0,-3.9,137,205,637,187,628,36,848,129,304
2 seasons,,MEM,NBA,,81,2157,,,,,100%,+0.3,+2.7,50,47,117,33,119,7,359,20,59
