Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2011-12,23,SAS,NBA,PF,3,0,15,0,3,0,0,0,NA,0,3,0,0,1,2,0.5,1,2,3,1,1,1,0,0,1
2012-13,24,TOT,NBA,PF,12,0,57,5,10,0.5,0,0,NA,5,10,0.5,0.5,5,8,0.625,5,11,16,4,2,2,3,8,15
2012-13,24,GSW,NBA,PF,5,0,21,0,1,0,0,0,NA,0,1,0,0,3,4,0.75,0,5,5,2,0,1,1,1,3
2012-13,24,CHI,NBA,PF,7,0,36,5,9,0.556,0,0,NA,5,9,0.556,0.556,2,4,0.5,5,6,11,2,2,1,2,7,12
2013-14,25,TOT,NBA,PF,8,0,63,7,16,0.438,1,4,0.25,6,12,0.5,0.469,0,2,0,5,16,21,2,0,3,9,5,15
2013-14,25,SAS,NBA,PF,1,0,15,1,4,0.25,0,0,NA,1,4,0.25,0.25,0,2,0,1,8,9,0,0,2,1,0,2
2013-14,25,UTA,NBA,PF,7,0,48,6,12,0.5,1,4,0.25,5,8,0.625,0.542,0,0,NA,4,8,12,2,0,1,8,5,13
2014-15,26,PHI,NBA,PF,17,0,194,18,40,0.45,0,7,0,18,33,0.545,0.45,9,13,0.692,16,40,56,7,3,1,13,17,45
Career,NA,,NBA,,40,0,329,30,69,0.435,1,11,0.091,29,58,0.5,0.442,15,25,0.6,27,69,96,14,6,7,25,30,76
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,PHI,NBA,,17,0,194,18,40,0.45,0,7,0,18,33,0.545,0.45,9,13,0.692,16,40,56,7,3,1,13,17,45
1 season,NA,CHI,NBA,,7,0,36,5,9,0.556,0,0,NA,5,9,0.556,0.556,2,4,0.5,5,6,11,2,2,1,2,7,12
1 season,NA,UTA,NBA,,7,0,48,6,12,0.5,1,4,0.25,5,8,0.625,0.542,0,0,NA,4,8,12,2,0,1,8,5,13
1 season,NA,GSW,NBA,,5,0,21,0,1,0,0,0,NA,0,1,0,0,3,4,0.75,0,5,5,2,0,1,1,1,3
2 seasons,NA,SAS,NBA,,4,0,30,1,7,0.143,0,0,NA,1,7,0.143,0.143,1,4,0.25,2,10,12,1,1,3,1,0,3
