,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2000-01,34,NJN,NBA,PG,59,1094,100%,,,,,-5.8,-0.1,47,19,31,9,41,0,302,10,26
Career,,,NBA,,59,1094,100%,,,,,-5.8,-0.1,47,19,31,9,41,0,302,10,26
,,,,,,,,,,,,,,,,,,,,,,
1 season,,NJN,NBA,,59,1094,100%,,,,,-5.8,-0.1,47,19,31,9,41,0,302,10,26
