,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2006-07,20,CHI,NBA,PF,72,966,,,6%,85%,9%,+8.4,+4.1,31,17,74,19,76,10,87,10,37
2007-08,21,CHI,NBA,PF,74,1330,,,10%,82%,8%,-0.7,+3.6,32,15,105,12,77,17,194,10,49
2008-09,22,CHI,NBA,PF,79,2175,,,3%,86%,11%,-3.9,-8.3,57,33,129,23,137,24,163,21,52
2009-10,23,TOT,NBA,PF-C,54,1220,,,17%,64%,19%,-1.0,-1.1,36,20,63,21,82,14,120,17,35
2009-10,23,CHI,NBA,PF,29,678,,,30%,69%,1%,+1.5,+3.7,19,14,28,10,43,9,69,10,19
2009-10,23,CHA,NBA,C,25,542,,,,58%,42%,-4.3,-6.8,17,6,35,11,39,5,51,7,16
2010-11,24,CHA,NBA,C,41,861,,,,40%,60%,-0.9,+4.6,21,17,56,18,63,10,61,17,33
2011-12,25,CHA,NBA,PF,54,1013,,,38%,62%,,-15.6,+0.1,23,14,82,8,40,18,73,6,26
2012-13,26,CHA,NBA,PF,26,360,,,2%,90%,8%,-11.4,-1.5,6,3,29,3,14,2,43,5,10
2014-15,28,MEM,NBA,PF,2,7,,,78%,,22%,+7.7,+4.3,0,0,0,0,1,0,2,0,0
Career,,,NBA,,402,7932,,,11%,74%,15%,-2.9,-0.9,206,119,538,104,490,95,743,86,242
,,,,,,,,,,,,,,,,,,,,,,
4 seasons,,CHI,NBA,,254,5149,,,9%,83%,9%,-0.1,-1.3,139,79,336,64,333,60,513,51,157
4 seasons,,CHA,NBA,,146,2776,,,14%,58%,28%,-8.3,-0.1,67,40,202,40,156,35,228,35,85
1 season,,MEM,NBA,,2,7,,,78%,,22%,+7.7,+4.3,0,0,0,0,1,0,2,0,0
