Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,,OWS,DWS,WS,WS/48
1952-53,22,MNL,NBA,SF,66,989,11.6,0.415,0.383,NA,NA,NA,NA,NA,0.2,1.6,1.8,0.087
1953-54,23,MNL,NBA,SF,70,1155,7.9,0.356,0.389,NA,NA,NA,NA,NA,-1.3,1.8,0.6,0.024
1954-55,24,MNL,NBA,SF,62,980,8.7,0.378,0.285,NA,NA,NA,NA,NA,-1,1.2,0.2,0.008
1955-56,25,TOT,NBA,SF,27,352,NA,0.342,0.416,NA,NA,NA,NA,NA,NA,NA,NA,NA
1955-56,25,MNL,NBA,SF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1955-56,25,FTW,NBA,SF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Career,NA,,NBA,,225,3476,9.3,0.379,0.355,NA,NA,NA,NA,NA,-2.1,4.6,2.5,0.035
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4 seasons,NA,MNL,NBA,,198,3124,9.3,0.382,0.349,NA,NA,NA,NA,NA,-2.1,4.6,2.5,0.039
1 season,NA,FTW,NBA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
