,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2015-16,22,HOU,NBA,PF,39,379,,,,81%,19%,+6.3,+6.9,6,5,26,2,19,1,43,2,8
2016-17,23,HOU,NBA,C,58,1064,,,,3%,97%,+4.7,-2.0,22,12,75,6,69,7,168,34,38
2017-18,24,LAC,NBA,C,76,1293,,,,32%,68%,+2.6,+3.4,22,25,85,8,109,2,170,40,41
2018-19,25,LAC,NBA,C,82,2158,,,,4%,96%,+2.0,+2.2,48,41,136,26,202,30,381,70,72
2019-20,26,LAC,NBA,C,63,1749,,,,,100%,+6.0,-1.2,30,39,89,18,184,36,266,72,71
Career,,,NBA,,318,6643,,,,13%,87%,+3.8,+1.1,128,122,411,60,583,76,1028,218,230
,,,,,,,,,,,,,,,,,,,,,,
3 seasons,,LAC,NBA,,221,5200,,,,10%,90%,+3.5,+1.4,100,105,310,52,495,68,817,182,184
2 seasons,,HOU,NBA,,97,1443,,,,23%,77%,+5.1,+0.3,28,17,101,8,88,8,211,36,46
