Season,Team,Lg,Salary
2015-16,Houston Rockets,NBA,"$1,000,000"
2016-17,Houston Rockets,NBA,"$1,045,000"
2017-18,Los Angeles Clippers,NBA,"$1,471,382"
2018-19,Los Angeles Clippers,NBA,"$6,000,000"
Career,(may be incomplete),,"$9,516,382"
