,,,,,,,,,,,,,,,,,,,,,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,Dunks,Dunks,,Corner,Corner,Heaves,Heaves
Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2015-16,22,HOU,NBA,PF,39,379,.644,3.4,.989,.667,.233,.022,.067,.011,.652,.750,.524,.000,.333,.000,.638,.311,26,,.000,,0,0
2016-17,23,HOU,NBA,C,58,1064,.652,3.8,.980,.687,.197,.032,.064,.020,.663,.751,.515,.091,.455,.143,.790,.319,98,.000,.571,.250,0,0
2017-18,24,LAC,NBA,C,76,1293,.635,3.5,.987,.646,.268,.051,.020,.013,.641,.734,.490,.429,.273,.143,.669,.234,115,.000,.000,,1,0
2018-19,25,LAC,NBA,C,82,2158,.615,3.9,.981,.669,.242,.054,.016,.019,.623,.724,.419,.375,.357,.176,.696,.252,203,1.000,.059,.000,3,0
2019-20,26,LAC,NBA,C,63,1749,.580,4.2,.978,.610,.305,.046,.017,.022,.593,.705,.440,.297,.143,.000,.618,.172,134,,.000,,6,0
Career,,,NBA,,318,6643,.614,3.9,.981,.649,.261,.047,.025,.019,.624,.725,.454,.333,.328,.100,.679,.235,576,.600,.100,.200,10,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3 seasons,,LAC,NBA,,221,5200,.607,3.9,.981,.642,.271,.050,.017,.019,.617,.720,.444,.363,.256,.095,.662,.219,452,.750,.024,.000,10,0
2 seasons,,HOU,NBA,,97,1443,.651,3.7,.982,.683,.205,.030,.064,.018,.660,.751,.517,.077,.429,.125,.759,.317,124,.000,.500,.250,0,0
