,,,,,,,,,,,,,,,,,,,,,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,Dunks,Dunks,,Corner,Corner,Heaves,Heaves
Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2011-12,27,ATL,NBA,PF,56,934,.513,7.9,.978,.491,.182,.062,.244,.022,.517,.711,.320,.529,.269,.333,.748,.131,35,1.000,.000,,2,0
2012-13,28,ATL,NBA,PF,69,1035,.520,8.5,.963,.494,.171,.031,.267,.037,.536,.670,.426,.182,.400,.077,.658,.118,39,1.000,.077,.000,5,0
Career,,,NBA,,125,1969,.517,8.3,.970,.493,.176,.044,.257,.030,.528,.688,.378,.393,.346,.158,.697,.124,74,1.000,.053,.000,7,0
