Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
1977-78,25,DET,NBA,PF,4,48,18.9,0.537,0.227,17.8,17.2,17.5,9.7,0,0,11,21.7,NA,0.1,0,0.1,0.144,NA,-2,-0.7,-2.7,0
Career,NA,,NBA,,4,48,18.9,0.537,0.227,17.8,17.2,17.5,9.7,0,0,11,21.7,NA,0.1,0,0.1,0.144,NA,-2,-0.7,-2.7,0
