Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48
1970-71,22,KEN,ABA,SG,19,318,13.2,0.453,0.016,0.379,NA,NA,NA,21,NA,16.7,NA,NA,-0.1,0.5,0.4,0.056
1971-72,23,KEN,ABA,SG,6,170,12.9,0.552,0.063,0.079,NA,NA,5.4,14.1,NA,14.4,19,NA,0.3,0.1,0.3,0.094
Career,NA,,ABA,,25,488,13.1,0.484,0.032,0.278,NA,NA,5.4,18.6,NA,16,19,NA,0.2,0.5,0.7,0.069
