,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2010-11,23,MIN,NBA,SG,79,2069,,92%,8%,,,-6.2,+1.8,55,22,97,6,44,9,324,11,18
2011-12,24,MIN,NBA,SF,65,1469,,50%,50%,,,-5.0,-5.5,29,19,86,3,15,4,127,5,16
2012-13,25,PHO,NBA,SF,50,953,,44%,55%,1%,,-12.4,-7.3,22,14,31,4,12,3,75,1,14
2013-14,26,LAL,NBA,SF,79,2240,,3%,64%,33%,,-7.8,-4.1,57,16,119,5,34,5,283,9,23
2014-15,27,LAL,NBA,SF,76,2245,,,92%,8%,,-7.0,+0.2,48,28,102,4,48,7,270,11,15
2015-16,28,LAC,NBA,SF,80,1666,,1%,60%,38%,,+2.2,-3.8,26,16,97,4,23,2,117,9,8
2016-17,29,LAC,NBA,SF,68,810,,,31%,69%,,-2.9,-8.8,11,6,53,0,6,2,52,2,4
2017-18,30,LAC,NBA,SF,74,1486,,1%,91%,8%,,-0.7,-1.7,31,13,85,3,27,3,147,5,9
2018-19,31,TOT,NBA,SF,38,534,,25%,68%,7%,,-7.0,-5.3,10,7,33,1,10,3,49,3,0
2018-19,31,NOP,NBA,SF,26,377,,11%,80%,9%,,-10.0,-9.6,5,6,23,1,4,2,33,0,0
2018-19,31,WAS,NBA,SF,12,157,,57%,40%,3%,,+0.1,+3.2,5,1,10,0,6,1,16,3,0
Career,,,NBA,,609,13472,,24%,59%,17%,,-5.1,-2.9,289,141,703,30,219,38,1444,56,107
,,,,,,,,,,,,,,,,,,,,,,
3 seasons,,LAC,NBA,,222,3962,,1%,66%,33%,,0.0,-4.0,68,35,235,7,56,7,316,16,21
2 seasons,,LAL,NBA,,155,4485,,2%,78%,20%,,-7.4,-1.9,105,44,221,9,82,12,553,20,38
2 seasons,,MIN,NBA,,144,3538,,74%,26%,,,-5.7,-1.2,84,41,183,9,59,13,451,16,34
1 season,,PHO,NBA,,50,953,,44%,55%,1%,,-12.4,-7.3,22,14,31,4,12,3,75,1,14
1 season,,NOP,NBA,,26,377,,11%,80%,9%,,-10.0,-9.6,5,6,23,1,4,2,33,0,0
1 season,,WAS,NBA,,12,157,,57%,40%,3%,,+0.1,+3.2,5,1,10,0,6,1,16,3,0
