Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
1993-94,23,PHI,NBA,SG,70,6,889,6.9,17.2,0.4,0.1,1.4,0.08,6.8,15.8,0.429,5.2,6.2,0.836,1.2,3.7,4.9,3.7,3.4,0.2,3.7,3,19.1,NA,93,109
1994-95,24,PHI,NBA,SG,50,7,775,6.5,15.2,0.426,0.4,1.9,0.214,6.1,13.3,0.456,3.7,5,0.753,1.3,2.9,4.2,4.5,2,0.4,3.3,5.2,17.1,NA,99,113
1995-96,25,TOT,NBA,SG,53,5,613,6.7,16.6,0.404,2.7,7,0.39,4,9.5,0.414,4.5,5.8,0.765,1.5,3.4,4.9,4.5,2.1,0.1,4,5.5,20.6,NA,104,110
1995-96,25,PHI,NBA,SG,8,3,128,6.9,13,0.531,2.8,5.7,0.5,4.1,7.3,0.556,6.1,6.9,0.882,2,4.1,6.1,4.5,2,0,6.9,6.5,22.8,NA,106,115
1995-96,25,NJN,NBA,SG,45,2,485,6.6,17.5,0.379,2.7,7.4,0.368,3.9,10.1,0.387,4,5.6,0.725,1.3,3.3,4.6,4.5,2.2,0.1,3.2,5.2,20,NA,103,109
1996-97,26,SEA,NBA,SG,28,0,197,7.8,21.6,0.363,2.4,8.4,0.29,5.4,13.2,0.408,7,10.8,0.65,0.5,3,3.5,3,3.2,0.3,2.7,3.2,25.1,NA,98,104
1997-98,27,CLE,NBA,SG,6,0,56,6.7,11.4,0.583,0,2.9,0,6.7,8.6,0.778,1.9,1.9,1,0,1,1,5.7,1,0,9.5,6.7,15.3,NA,73,107
Career,NA,,NBA,,207,18,2530,6.8,16.7,0.407,1,3.5,0.29,5.8,13.2,0.438,4.7,6,0.775,1.2,3.3,4.5,4.1,2.6,0.2,3.7,4.4,19.2,NA,97,110
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,PHI,NBA,,128,16,1792,6.7,16.1,0.418,0.4,1.9,0.224,6.3,14.1,0.444,4.6,5.7,0.81,1.3,3.4,4.7,4.1,2.7,0.3,3.7,4.2,18.5,NA,96,111
1 season,NA,NJN,NBA,,45,2,485,6.6,17.5,0.379,2.7,7.4,0.368,3.9,10.1,0.387,4,5.6,0.725,1.3,3.3,4.6,4.5,2.2,0.1,3.2,5.2,20,NA,103,109
1 season,NA,SEA,NBA,,28,0,197,7.8,21.6,0.363,2.4,8.4,0.29,5.4,13.2,0.408,7,10.8,0.65,0.5,3,3.5,3,3.2,0.3,2.7,3.2,25.1,NA,98,104
1 season,NA,CLE,NBA,,6,0,56,6.7,11.4,0.583,0,2.9,0,6.7,8.6,0.778,1.9,1.9,1,0,1,1,5.7,1,0,9.5,6.7,15.3,NA,73,107
