Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
1966-67,24,BOS,NBA,PF,38,222,16.9,0.423,0.412,NA,NA,NA,7.4,NA,NA,NA,-0.2,0.6,0.4,0.097,NA,NA,NA,NA,NA
1967-68,25,SDR,NBA,PF,81,2519,12,0.432,0.342,NA,NA,NA,7.7,NA,NA,NA,-1.5,2.7,1.2,0.023,NA,NA,NA,NA,NA
1968-69,26,SDR,NBA,PF,76,1680,12.9,0.46,0.466,NA,NA,NA,6.8,NA,NA,NA,0.2,2.9,3.2,0.091,NA,NA,NA,NA,NA
1969-70,27,SDR,NBA,PF,77,1622,11.9,0.461,0.364,NA,NA,NA,6.9,NA,NA,NA,-0.3,2.8,2.5,0.075,NA,NA,NA,NA,NA
1970-71,28,SDR,NBA,PF,80,1100,9.7,0.408,0.376,NA,NA,16.1,7.1,NA,NA,NA,-1,2.1,1.2,0.052,NA,NA,NA,NA,NA
1971-72,29,MIL,NBA,PF,74,971,10.7,0.487,0.354,NA,NA,15.5,7.2,NA,NA,NA,0.4,1.6,2,0.097,NA,NA,NA,NA,NA
1972-73,30,KCO,NBA,PF,67,643,11.6,0.473,0.305,NA,NA,15.5,5.5,NA,NA,NA,0.2,0.1,0.2,0.018,NA,NA,NA,NA,NA
1973-74,31,PHI,NBA,PF,75,1592,13.9,0.52,0.406,10.7,23.1,16.6,6.5,1.4,0.7,NA,1.5,1.9,3.4,0.104,NA,-0.9,-0.4,-1.3,0.3
1974-75,32,NOJ,NBA,PF,3,90,7.3,0.383,0.304,8.6,20.7,14.5,5.9,1,0,NA,-0.1,0.1,0,-0.012,NA,-3.3,-0.5,-3.8,-0.1
Career,NA,,NBA,,571,10439,12.1,0.458,0.378,10.6,23,16,7,1.3,0.7,NA,-0.7,14.9,14.2,0.065,NA,-1,-0.4,-1.4,0.2
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4 seasons,NA,SDR,NBA,,314,6921,11.8,0.442,0.381,NA,NA,16.1,7.2,NA,NA,NA,-2.5,10.6,8.1,0.056,NA,NA,NA,NA,NA
1 season,NA,PHI,NBA,,75,1592,13.9,0.52,0.406,10.7,23.1,16.6,6.5,1.4,0.7,NA,1.5,1.9,3.4,0.104,NA,-0.9,-0.4,-1.3,0.3
1 season,NA,MIL,NBA,,74,971,10.7,0.487,0.354,NA,NA,15.5,7.2,NA,NA,NA,0.4,1.6,2,0.097,NA,NA,NA,NA,NA
1 season,NA,KCO,NBA,,67,643,11.6,0.473,0.305,NA,NA,15.5,5.5,NA,NA,NA,0.2,0.1,0.2,0.018,NA,NA,NA,NA,NA
1 season,NA,BOS,NBA,,38,222,16.9,0.423,0.412,NA,NA,NA,7.4,NA,NA,NA,-0.2,0.6,0.4,0.097,NA,NA,NA,NA,NA
1 season,NA,NOJ,NBA,,3,90,7.3,0.383,0.304,8.6,20.7,14.5,5.9,1,0,NA,-0.1,0.1,0,-0.012,NA,-3.3,-0.5,-3.8,-0.1
