Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1966-67,24,BOS,NBA,PF,38,NA,222,35,97,0.361,27,40,0.675,NA,NA,146,13,NA,NA,42,97
1967-68,25,SDR,NBA,PF,81,NA,2519,354,894,0.396,181,306,0.592,NA,NA,947,147,NA,NA,273,889
1968-69,26,SDR,NBA,PF,76,NA,1680,239,537,0.445,117,250,0.468,NA,NA,669,90,NA,NA,216,595
1969-70,27,SDR,NBA,PF,77,NA,1622,218,508,0.429,107,185,0.578,NA,NA,621,95,NA,NA,187,543
1970-71,28,SDR,NBA,PF,80,NA,1100,111,287,0.387,51,108,0.472,NA,NA,406,62,NA,NA,128,273
1971-72,29,MIL,NBA,PF,74,NA,971,107,229,0.467,44,81,0.543,NA,NA,312,60,NA,NA,137,258
1972-73,30,KCO,NBA,PF,67,NA,643,96,220,0.436,44,67,0.657,NA,NA,191,27,NA,NA,86,236
1973-74,31,PHI,NBA,PF,75,NA,1592,216,456,0.474,127,185,0.686,185,367,552,73,49,23,199,559
1974-75,32,NOJ,NBA,PF,3,NA,90,7,23,0.304,6,7,0.857,8,18,26,4,2,0,12,20
Career,NA,,NBA,,571,NA,10439,1383,3251,0.425,704,1229,0.573,193,385,3870,571,51,23,1280,3470
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4 seasons,NA,SDR,NBA,,314,NA,6921,922,2226,0.414,456,849,0.537,NA,NA,2643,394,NA,NA,804,2300
1 season,NA,PHI,NBA,,75,NA,1592,216,456,0.474,127,185,0.686,185,367,552,73,49,23,199,559
1 season,NA,MIL,NBA,,74,NA,971,107,229,0.467,44,81,0.543,NA,NA,312,60,NA,NA,137,258
1 season,NA,KCO,NBA,,67,NA,643,96,220,0.436,44,67,0.657,NA,NA,191,27,NA,NA,86,236
1 season,NA,BOS,NBA,,38,NA,222,35,97,0.361,27,40,0.675,NA,NA,146,13,NA,NA,42,97
1 season,NA,NOJ,NBA,,3,NA,90,7,23,0.304,6,7,0.857,8,18,26,4,2,0,12,20
