Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
2015-16,21,HOU,NBA,PF,3,0,6,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,8.2,8.2,0,8.2,0,0,0,0,NA,NA,95
2016-17,22,HOU,NBA,PF,77,2,1419,6.9,14.5,0.473,2,6.3,0.321,4.8,8.2,0.591,1.3,2.3,0.559,3.2,6.4,9.6,2.6,1.3,0.7,1.4,2.8,17,NA,115,110
2017-18,23,LAC,NBA,PF,73,1,883,7,14.3,0.494,0.6,3.3,0.167,6.5,11,0.593,2,3.1,0.661,2.4,7.2,9.6,2.1,1.3,0.5,1.8,3.9,16.7,NA,107,111
2018-19,24,TOT,NBA,PF,47,5,788,7.3,15.5,0.469,1.2,3.8,0.306,6.1,11.8,0.521,1.7,2.8,0.609,3.2,5.8,9,2.8,2.3,0.4,1.5,2.9,17.4,NA,109,114
2018-19,24,CLE,NBA,PF,9,5,169,6.5,14.1,0.458,1.5,3.8,0.385,5,10.3,0.486,2.4,2.9,0.8,2.6,7.1,9.7,2.6,3.2,0,1.5,3.8,16.8,NA,114,114
2018-19,24,WAS,NBA,PF,38,0,619,7.5,15.9,0.471,1.1,3.7,0.286,6.4,12.2,0.528,1.5,2.8,0.556,3.4,5.4,8.8,2.8,2.1,0.5,1.5,2.6,17.6,NA,108,114
Career,NA,,NBA,,200,8,3096,7,14.7,0.478,1.4,4.8,0.288,5.6,9.9,0.57,1.6,2.6,0.606,3,6.5,9.4,2.5,1.6,0.6,1.5,3.1,17,NA,111,112
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,HOU,NBA,,80,2,1425,6.8,14.5,0.473,2,6.3,0.321,4.8,8.2,0.591,1.3,2.3,0.559,3.2,6.4,9.6,2.6,1.3,0.7,1.4,2.8,17,NA,115,110
1 season,NA,LAC,NBA,,73,1,883,7,14.3,0.494,0.6,3.3,0.167,6.5,11,0.593,2,3.1,0.661,2.4,7.2,9.6,2.1,1.3,0.5,1.8,3.9,16.7,NA,107,111
1 season,NA,WAS,NBA,,38,0,619,7.5,15.9,0.471,1.1,3.7,0.286,6.4,12.2,0.528,1.5,2.8,0.556,3.4,5.4,8.8,2.8,2.1,0.5,1.5,2.6,17.6,NA,108,114
1 season,NA,CLE,NBA,,9,5,169,6.5,14.1,0.458,1.5,3.8,0.385,5,10.3,0.486,2.4,2.9,0.8,2.6,7.1,9.7,2.6,3.2,0,1.5,3.8,16.8,NA,114,114
