Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,,OWS,DWS,WS,WS/48
1960-61,22,NYK,NBA,C,62,994,8.7,0.416,0.31,NA,NA,NA,NA,NA,-0.3,0.3,0,0.001
1961-62,23,NYK,NBA,C,76,1481,9.1,0.416,0.288,NA,NA,NA,NA,NA,-0.7,1.4,0.7,0.021
1962-63,24,DET,NBA,C,45,458,7.3,0.343,0.327,NA,NA,NA,NA,NA,-1,0.5,-0.6,-0.061
1963-64,25,DET,NBA,C,58,871,10.9,0.46,0.454,NA,NA,NA,NA,NA,0.2,0.5,0.7,0.038
1964-65,26,LAL,NBA,C,76,1521,10.7,0.499,0.495,NA,NA,NA,7.5,NA,1.3,1.1,2.4,0.076
1965-66,27,LAL,NBA,C,77,1413,10.8,0.478,0.404,NA,NA,NA,9.7,NA,0.7,1.5,2.1,0.072
1966-67,28,LAL,NBA,C,81,2725,13.6,0.498,0.265,NA,NA,NA,9.8,NA,2,3,5,0.089
1967-68,29,LAL,NBA,C,82,2271,14.5,0.516,0.467,NA,NA,NA,10.9,NA,2.3,2.6,4.9,0.104
1968-69,30,PHI,NBA,C,82,2360,13.2,0.511,0.548,NA,NA,NA,11.1,NA,2.4,3.4,5.9,0.12
1969-70,31,PHI,NBA,C,79,2474,15.5,0.571,0.416,NA,NA,NA,10.4,NA,4.9,3.3,8.2,0.159
1970-71,32,CIN,NBA,C,34,826,11.3,0.474,0.283,NA,NA,12.7,11.7,NA,0.2,0.7,0.9,0.052
1971-72,33,TOT,NBA,C,49,480,8.6,0.424,0.326,NA,NA,13.3,14.1,NA,-0.3,0.2,-0.2,-0.016
1971-72,33,CIN,NBA,C,9,76,4.5,0.354,0.276,NA,NA,17.6,3.6,NA,-0.2,0,-0.2,-0.111
1971-72,33,POR,NBA,C,40,404,9.4,0.443,0.34,NA,NA,12.4,16.1,NA,-0.1,0.1,0,0.001
Career,NA,,NBA,,801,17874,12.3,0.49,0.39,NA,NA,12.9,10.3,NA,11.7,18.3,30.1,0.081
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4 seasons,NA,LAL,NBA,,316,7930,12.8,0.5,0.384,NA,NA,NA,9.6,NA,6.3,8.2,14.5,0.088
2 seasons,NA,PHI,NBA,,161,4834,14.4,0.545,0.472,NA,NA,NA,10.8,NA,7.4,6.7,14.1,0.14
2 seasons,NA,NYK,NBA,,138,2475,8.9,0.416,0.297,NA,NA,NA,NA,NA,-1,1.7,0.7,0.013
2 seasons,NA,DET,NBA,,103,1329,9.6,0.417,0.406,NA,NA,NA,NA,NA,-0.8,0.9,0.1,0.004
2 seasons,NA,CIN,NBA,,43,902,10.7,0.462,0.282,NA,NA,13.1,11,NA,0,0.7,0.7,0.038
1 season,NA,POR,NBA,,40,404,9.4,0.443,0.34,NA,NA,12.4,16.1,NA,-0.1,0.1,0,0.001
