,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,TRB,AST,PF,PTS
1960-61,22,NYK,NBA,,6,,3,,,,,13
1961-62,23,NYK,NBA,,10,,8,,,,,22
1962-63,24,DET,NBA,,5,,3,,,,,12
1963-64,25,DET,NBA,,9,,5,10,,,,19
1964-65,26,LAL,NBA,,8,,8,12,,,,20
1965-66,27,LAL,NBA,,6,,4,8,,,,14
1966-67,28,LAL,NBA,,9,,7,9,,,,21
1967-68,29,LAL,NBA,,11,,7,11,,,,25
1968-69,30,PHI,NBA,,10,,11,16,,,,21
1969-70,31,PHI,NBA,,12,19,11,15,20,8,6,28
1970-71,32,CIN,NBA,,8,,4,5,,,,17
1971-72,33,TOT,NBA,,4,,4,6,,,,9
1971-72,33,CIN,NBA,,3,,1,3,,,,6
1971-72,33,POR,NBA,,4,8,4,6,9,4,6,9
Career,,,,,12,,11,,,,,28
4 Seasons,,LAL,NBA,,11,,8,12,,,,25
2 Seasons,,PHI,NBA,,12,,11,16,,,,28
2 Seasons,,NYK,NBA,,10,,8,,,,,22
2 Seasons,,DET,NBA,,9,,5,,,,,19
2 Seasons,,CIN,NBA,,8,,4,5,,,,17
1 Season,,POR,NBA,,4,8,4,6,9,4,6,9
