Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1960-61,22,NYK,NBA,C,62,NA,16,2,5,0.394,0.8,1.5,0.51,4.8,0.8,2.3,4.7
1961-62,23,NYK,NBA,C,76,NA,19.5,2.4,6.3,0.386,1.1,1.8,0.576,6.2,1.1,3,5.9
1962-63,24,DET,NBA,C,45,NA,10.2,1.1,3.4,0.314,0.5,1.1,0.48,3.4,0.6,1.5,2.7
1963-64,25,DET,NBA,C,58,NA,15,1.8,4.3,0.414,1.2,2,0.605,4.9,1,2.9,4.8
1964-65,26,LAL,NBA,C,76,NA,20,1.9,4.1,0.466,1.2,2,0.571,6.6,1.1,3.1,5
1965-66,27,LAL,NBA,C,77,NA,18.4,2,4.4,0.448,1,1.8,0.566,6.6,1.5,3,4.9
1966-67,28,LAL,NBA,C,81,NA,33.6,4.6,9.6,0.474,1.6,2.6,0.614,13.3,2.7,3.5,10.7
1967-68,29,LAL,NBA,C,82,NA,27.7,3.6,7.5,0.478,2.2,3.5,0.619,10.9,2.5,3.2,9.3
1968-69,30,PHI,NBA,C,82,NA,28.8,3.4,7.2,0.47,2.4,4,0.597,9.7,2.7,3.8,9.2
1969-70,31,PHI,NBA,C,79,NA,31.3,5.4,10.1,0.54,2.7,4.2,0.65,9.5,2.7,3.7,13.6
1970-71,32,CIN,NBA,C,34,NA,24.3,3.5,7.6,0.461,1.1,2.1,0.507,6.9,2.3,3.5,8.1
1971-72,33,TOT,NBA,C,49,NA,9.8,1.1,2.7,0.394,0.5,0.9,0.558,2.7,1.1,2,2.6
1971-72,33,CIN,NBA,C,9,NA,8.4,1.1,3.2,0.345,0.3,0.9,0.375,3,0.2,2.4,2.6
1971-72,33,POR,NBA,C,40,NA,10.1,1.1,2.6,0.408,0.5,0.9,0.6,2.7,1.3,1.9,2.6
Career,NA,,NBA,,801,NA,22.3,2.9,6.3,0.458,1.4,2.4,0.594,7.6,1.8,3.1,7.2
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4 seasons,NA,LAL,NBA,,316,NA,25.1,3,6.5,0.47,1.5,2.5,0.599,9.4,2,3.2,7.6
2 seasons,NA,PHI,NBA,,161,NA,30,4.4,8.6,0.51,2.5,4.1,0.623,9.6,2.7,3.8,11.3
2 seasons,NA,NYK,NBA,,138,NA,17.9,2.2,5.7,0.389,0.9,1.7,0.549,5.6,1,2.7,5.4
2 seasons,NA,DET,NBA,,103,NA,12.9,1.5,3.9,0.376,0.9,1.6,0.567,4.3,0.8,2.3,3.9
2 seasons,NA,CIN,NBA,,43,NA,21,3,6.7,0.449,0.9,1.9,0.494,6,1.9,3.3,6.9
1 season,NA,POR,NBA,,40,NA,10.1,1.1,2.6,0.408,0.5,0.9,0.6,2.7,1.3,1.9,2.6
