Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,,OWS,DWS,WS,WS/48
1955-56,25,BOS,NBA,SF,71,1582,12.7,0.411,0.33,NA,NA,NA,NA,NA,-0.6,1.5,0.9,0.026
1956-57,26,BOS,NBA,SF,70,2220,11,0.383,0.211,NA,NA,NA,NA,NA,-2,4.1,2.1,0.046
1957-58,27,BOS,NBA,SF,5,56,9.2,0.356,0.097,NA,NA,NA,NA,NA,-0.1,0.1,0,-0.017
1958-59,28,BOS,NBA,SF,66,1680,7.2,0.378,0.122,NA,NA,NA,NA,NA,-1.9,2.7,0.9,0.025
1959-60,29,BOS,NBA,SF,28,536,3.1,0.349,0.176,NA,NA,NA,NA,NA,-0.9,0.7,-0.2,-0.022
1960-61,30,BOS,NBA,SF,76,1153,3.3,0.329,0.159,NA,NA,NA,NA,NA,-2.9,2,-0.9,-0.036
1961-62,31,BOS,NBA,SF,79,1146,7.7,0.379,0.162,NA,NA,NA,NA,NA,-1.9,2.4,0.5,0.019
1962-63,32,BOS,NBA,SF,63,607,6.6,0.39,0.167,NA,NA,NA,NA,NA,-1,1.2,0.3,0.021
1963-64,33,BOS,NBA,SF,53,451,5.8,0.332,0.17,NA,NA,NA,NA,NA,-1.3,1.2,0,-0.005
Career,NA,,NBA,,511,9431,8.3,0.376,0.194,NA,NA,NA,NA,NA,-12.5,16,3.4,0.017
