Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1955-56,25,BOS,NBA,SF,71,NA,1582,226,628,0.36,139,207,0.671,622,65,213,591
1956-57,26,BOS,NBA,SF,70,NA,2220,306,888,0.345,132,187,0.706,730,89,244,744
1957-58,27,BOS,NBA,SF,5,NA,56,11,31,0.355,1,3,0.333,20,1,8,23
1958-59,28,BOS,NBA,SF,66,NA,1680,242,686,0.353,62,84,0.738,460,60,285,546
1959-60,29,BOS,NBA,SF,28,NA,536,66,205,0.322,22,36,0.611,108,12,108,154
1960-61,30,BOS,NBA,SF,76,NA,1153,144,478,0.301,49,76,0.645,291,25,238,337
1961-62,31,BOS,NBA,SF,79,NA,1146,188,519,0.362,45,84,0.536,329,51,185,421
1962-63,32,BOS,NBA,SF,63,NA,607,94,251,0.375,22,42,0.524,157,25,126,210
1963-64,33,BOS,NBA,SF,53,NA,451,56,182,0.308,18,31,0.581,131,25,90,130
Career,NA,,NBA,,511,NA,9431,1333,3868,0.345,490,750,0.653,2848,353,1497,3156
