Thru 3 Years,Thru 3 Years,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3
Zoran Planinić,,0.8,0.7,0.1
Kris Dunn,90.2,0.9,0.6,0.1
JaKarr Sampson,88.3,0.8,0.6,0.1
Litterial Green,87.1,0.8,0.8,0.1
Carlos Terry,86.1,0.8,0.8,-0.1
Patty Mills,85.4,0.9,0.7,0
Tarence Kinsey,85.0,0.9,0.6,0
Tony Bennett,84.3,0.9,0.7,0
LaBradford Smith,84.2,0.8,0.8,-0.1
Charlie Davis,81.6,0.8,0.7,-0.1
Phil Rollins,78.9,1.1,0.7,0.1
