,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
1984-85,22,IND,NBA,,12,20,0,1,12,20,11,13,7,7,10,9,5,1,7,6,29,24.0
1985-86,23,IND,NBA,,12,18,1,1,12,18,11,13,7,8,12,17,4,1,7,6,27,31.1
1986-87,24,IND,NBA,,10,15,1,1,10,15,14,18,4,8,12,15,4,2,7,6,24,26.6
1987-88,25,IND,NBA,,10,18,0,1,10,18,10,11,7,8,12,15,4,2,7,5,30,33.5
1988-89,26,IND,NBA,,10,23,1,2,10,23,11,14,4,13,13,15,4,2,6,6,26,23.5
1989-90,27,IND,NBA,,12,20,1,2,12,19,13,14,7,8,10,17,5,1,6,6,30,30.5
1990-91,28,IND,NBA,,15,20,1,4,15,20,9,11,5,8,8,18,5,1,6,6,31,32.7
1991-92,29,IND,NBA,,13,19,2,3,13,19,9,11,3,6,9,10,4,1,6,5,28,20.4
1992-93,30,IND,NBA,,12,25,5,8,12,25,9,10,7,6,9,16,5,1,6,6,31,25.1
1993-94,31,IND,NBA,,7,15,0,1,7,15,7,8,3,5,7,12,5,1,4,6,19,17.9
1994-95,32,IND,NBA,,7,12,0,2,7,12,8,9,3,5,6,7,3,1,4,4,19,15.7
1995-96,33,NJN,NBA,,10,16,2,2,10,16,8,9,3,5,8,17,3,1,6,5,21,18.1
Career,,,,,15,25,5,8,15,25,14,18,7,13,13,18,5,2,7,6,31,33.5
11 Seasons,,IND,NBA,,15,25,5,8,15,25,14,18,7,13,13,18,5,2,7,6,31,33.5
1 Season,,NJN,NBA,,10,16,2,2,10,16,8,9,3,5,8,17,3,1,6,5,21,18.1
