,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2015-16,21,BOS,NBA,PG,39,311,86%,15%,,,,-6.5,-10.6,6,12,13,1,4,2,92,1,4
2016-17,22,BOS,NBA,PG,74,1263,73%,27%,,,,0.0,-4.5,25,12,32,4,25,11,307,10,22
2017-18,23,BOS,NBA,PG,80,2068,78%,22%,,,,+2.5,-2.5,36,21,48,9,57,13,565,10,37
2018-19,24,BOS,NBA,PG,79,1791,100%,,,,,-0.5,-9.5,35,18,35,5,36,18,569,5,26
2019-20,25,CHO,NBA,PG,63,2164,38%,62%,,,,-10.1,-9.5,79,23,49,20,64,20,625,20,46
Career,,,NBA,,335,7597,71%,29%,,,,-2.6,-6.8,181,86,177,39,186,64,2158,46,135
,,,,,,,,,,,,,,,,,,,,,,
4 seasons,,BOS,NBA,,272,5433,85%,15%,,,,+0.4,-5.8,102,63,128,19,122,44,1533,26,89
1 season,,CHO,NBA,,63,2164,38%,62%,,,,-10.1,-9.5,79,23,49,20,64,20,625,20,46
