,,,,,,,,,,,,,,,,,,,,,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,Dunks,Dunks,,Corner,Corner,Heaves,Heaves
Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2015-16,21,BOS,NBA,PG,5,99,.391,16.2,.522,.261,.000,.130,.130,.478,.417,.500,,.333,.333,.364,.400,.000,0,1.000,.455,.400,0,0
2016-17,22,BOS,NBA,PG,17,277,.402,15.4,.537,.293,.098,.037,.110,.463,.432,.500,.250,1.000,.222,.368,.263,.024,2,.929,.316,.667,1,0
2017-18,23,BOS,NBA,PG,19,696,.406,17.2,.447,.195,.102,.071,.079,.553,.479,.558,.333,.421,.524,.347,.316,.019,3,.784,.156,.478,0,0
2018-19,24,BOS,NBA,PG,9,162,.322,19.3,.424,.153,.085,.085,.102,.576,.440,.667,.000,.800,.167,.235,.273,.017,1,.750,.206,.286,1,0
Career,,,NBA,,50,1234,.393,17.1,.465,.212,.093,.070,.091,.535,.460,.549,.275,.533,.385,.335,.304,.019,6,.818,.204,.489,2,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4 seasons,,BOS,NBA,,50,1234,.393,17.1,.465,.212,.093,.070,.091,.535,.460,.549,.275,.533,.385,.335,.304,.019,6,.818,.204,.489,2,0
