,,,,,,,,,,,,,,,,,,,,,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,Dunks,Dunks,,Corner,Corner,Heaves,Heaves
Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2015-16,21,BOS,NBA,PG,39,311,.274,12.4,.745,.292,.142,.132,.179,.255,.291,.355,.200,.214,.316,.222,.261,.000,0,1.000,.333,.333,0,0
2016-17,22,BOS,NBA,PG,74,1263,.367,15.6,.564,.275,.090,.092,.107,.436,.405,.469,.243,.368,.409,.318,.330,.007,3,.807,.212,.289,2,0
2017-18,23,BOS,NBA,PG,80,2068,.395,16.8,.498,.180,.121,.085,.111,.503,.410,.535,.309,.368,.348,.381,.264,.014,10,.706,.157,.365,3,0
2018-19,24,BOS,NBA,PG,79,1791,.387,17.0,.494,.168,.137,.098,.092,.506,.422,.634,.297,.369,.279,.353,.360,.027,15,.739,.187,.413,0,0
2019-20,25,CHO,NBA,PG,63,2164,.423,15.6,.550,.221,.149,.103,.078,.450,.436,.553,.343,.361,.384,.407,.319,.009,6,.808,.187,.405,0,0
Career,,,NBA,,335,7597,.394,16.1,.532,.208,.130,.096,.098,.468,.415,.538,.308,.358,.350,.371,.313,.014,34,.763,.184,.377,5,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4 seasons,,BOS,NBA,,272,5433,.380,16.4,.523,.202,.121,.093,.107,.477,.404,.530,.288,.357,.338,.354,.310,.016,28,.740,.183,.364,5,0
1 season,,CHO,NBA,,63,2164,.423,15.6,.550,.221,.149,.103,.078,.450,.436,.553,.343,.361,.384,.407,.319,.009,6,.808,.187,.405,0,0
