Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,BLK,TOV,PF,PTS
1968-69,22,BAL,NBA,SF,2,NA,9,8,12,0.667,NA,NA,NA,8,12,0.667,0,8,0,NA,NA,4,0,NA,NA,4,16
Career,NA,,NBA,,2,NA,9,8,12,0.667,NA,NA,NA,8,12,0.667,0,8,0,NA,NA,4,0,NA,NA,4,16
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,BAL,NBA,,2,NA,9,8,12,0.667,NA,NA,NA,8,12,0.667,0,8,0,NA,NA,4,0,NA,NA,4,16
