Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,BLK,TOV,PF,PTS
1968-69,22,BAL,NBA,SF,2,NA,9,2,3,0.667,NA,NA,NA,2,3,0.667,0.667,0,2,0,NA,NA,1,0,NA,NA,1,4
Career,NA,,NBA,,2,NA,9,2,3,0.667,NA,NA,NA,2,3,0.667,0.667,0,2,0,NA,NA,1,0,NA,NA,1,4
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,BAL,NBA,,2,NA,9,2,3,0.667,NA,NA,NA,2,3,0.667,0.667,0,2,0,NA,NA,1,0,NA,NA,1,4
