Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
1991-92,29,WSB,NBA,PG,1,0,14:00,4,8,0.5,1,3,0.333,0,0,NA,1,1,1,4,0,1,1,9
Career,NA,,NBA,,1,0,14,4,8,0.5,1,3,0.333,0,0,NA,1,1,1,4,0,1,1,9
