,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2008-09,22,DEN,NBA,SG,12,55,33%,65%,3%,,,-33.1,-37.3,3,3,3,0,3,0,9,0,2
2009-10,23,TOR,NBA,SG,69,1368,,77%,23%,1%,,+0.6,+4.0,29,20,62,9,25,7,226,5,25
2010-11,24,TOR,NBA,SF,59,1413,,14%,85%,1%,,-11.6,-7.4,37,32,43,9,41,3,232,9,36
2015-16,29,TOT,NBA,SG-SF,43,499,7%,51%,36%,7%,,-9.4,-0.5,24,8,18,1,5,3,114,1,10
2015-16,29,PHO,NBA,SG,36,421,9%,60%,30%,2%,,-10.2,-3.3,24,5,16,1,5,1,110,1,8
2015-16,29,PHI,NBA,SF,7,78,,,66%,34%,,-4.8,+6.0,0,3,2,0,0,2,4,0,2
Career,,,NBA,,183,3335,2%,46%,51%,2%,,-6.6,-2.2,93,63,126,19,74,13,581,15,73
,,,,,,,,,,,,,,,,,,,,,,
2 seasons,,TOR,NBA,,128,2781,,45%,54%,1%,,-5.6,-1.8,66,52,105,18,66,10,458,14,61
1 season,,PHO,NBA,,36,421,9%,60%,30%,2%,,-10.2,-3.3,24,5,16,1,5,1,110,1,8
1 season,,DEN,NBA,,12,55,33%,65%,3%,,,-33.1,-37.3,3,3,3,0,3,0,9,0,2
1 season,,PHI,NBA,,7,78,,,66%,34%,,-4.8,+6.0,0,3,2,0,0,2,4,0,2
