Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1949-50,22,FTW,NBA,,62,NA,NA,NA,NA,0.361,NA,NA,0.628,NA,NA,NA,NA
1950-51,23,TOT,NBA,,56,NA,NA,NA,NA,0.332,NA,NA,0.677,NA,NA,NA,NA
1950-51,23,FTW,NBA,,12,NA,NA,NA,NA,0.228,NA,NA,0.75,NA,NA,NA,NA
1950-51,23,BOS,NBA,,44,NA,NA,NA,NA,0.357,NA,NA,0.664,NA,NA,NA,NA
1951-52,24,BOS,NBA,PF,66,NA,1899,3.6,8.8,0.41,2.5,4,0.641,10.1,2.3,3.7,9.7
1952-53,25,BOS,NBA,SF,70,NA,1971,3.5,8.4,0.418,2.4,4.1,0.588,8.9,1.7,4.3,9.4
1953-54,26,BOS,NBA,SF,71,NA,1898,3,7.8,0.381,2,3.3,0.628,9.8,1.8,4.2,8
Career,NA,,NBA,,325,NA,5768,3.4,8.3,0.385,2.3,3.8,0.628,9.6,1.9,4.1,9.1
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4 seasons,NA,BOS,NBA,,251,NA,5768,3.4,8.3,0.397,2.3,3.8,0.625,9.6,1.9,4.1,9.1
2 seasons,NA,FTW,NBA,,74,NA,NA,NA,NA,0.347,NA,NA,0.638,NA,NA,NA,NA
