,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1967-68,23,KEN,ABA,,6,,0,,,,8,12,,,,,,,,,19
1968-69,24,KEN,ABA,,7,,0,,,,7,9,,,,,,,,,20
1969-70,25,KEN,ABA,,15,,0,,,,12,16,,,,,,,,,34
1970-71,26,KEN,ABA,,11,,0,,,,5,9,,,,,,,,,22
1973-74,29,VIR,ABA,,3,,0,,,,0,0,,,,,,,,,6
Career,,,,,15,,0,,,,12,16,,,,,,,,,34
4 Seasons,,KEN,ABA,,15,,0,,,,12,16,,,,,,,,,34
1 Season,,VIR,ABA,,3,,0,,,,0,0,,,,,,,,,6
