Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
1968-69,24,KEN,ABA,PF,1,NA,12:00,0,2,0,0,0,NA,3,4,0.75,1,3,0,NA,NA,1,2,3
Career,NA,,ABA,,1,NA,12,0,2,0,0,0,NA,3,4,0.75,1,3,0,NA,NA,1,2,3
