,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1967-68,23,KEN,ABA,,12,,1,,,,12,17,,,,,,,,,30
1968-69,24,KEN,ABA,,11,,1,,,,12,17,,,,,,,,,30
1969-70,25,KEN,ABA,,15,,0,,,,11,18,,,,,,,,,35
1970-71,26,KEN,ABA,,11,,0,,,,12,19,,,,,,,,,28
1971-72,27,TOT,ABA,,9,,1,,,,11,12,,,,,,,,,27
1971-72,27,KEN,ABA,,6,10,1,2,5,8,6,11,,,16,,,,,6,14
1971-72,27,PTC,ABA,,9,,0,,,,11,12,,,,,,,,,27
1972-73,28,VIR,ABA,,10,,0,,,,6,9,,,,,,,,,22
1973-74,29,VIR,ABA,,10,,0,,,,3,5,,,,,,,,,23
Career,,,,,15,,1,,,,12,19,,,,,,,,,35
5 Seasons,,KEN,ABA,,15,,1,,,,12,19,,,,,,,,,35
1 Season,,PTC,ABA,,9,,0,,,,11,12,,,,,,,,,27
2 Seasons,,VIR,ABA,,10,,0,,,,6,9,,,,,,,,,23
