Season,Team,Lg,Salary
1985-86,New Jersey Nets,NBA,"$200,000"
1986-87,New Jersey Nets,NBA,"$150,000"
1990-91,Orlando Magic,NBA,"$410,000"
1991-92,Orlando Magic,NBA,"$550,000"
1992-93,Orlando Magic,NBA,"$700,000"
1994-95,Orlando Magic,NBA,"$1,100,000"
1995-96,Orlando Magic,NBA,"$1,300,000"
Career,(may be incomplete),,"$4,410,000"
