Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,TOV%,USG%,,OWS,DWS,WS,WS/48
1967-68,29,PTP,ABA,PF,13,190,6.1,0.345,0.036,0.786,NA,NA,16.1,5,17.5,9,NA,-0.2,0.2,0,-0.011
1968-69,30,MNP,ABA,PF,1,5,-33.2,0,0,0,NA,NA,0,0,0,22.1,NA,-0.1,0,-0.1,-0.729
Career,NA,,ABA,,14,195,5.1,0.32,0.032,0.71,NA,NA,15.7,4.9,16.4,9.3,NA,-0.3,0.2,-0.1,-0.03
