Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,TOV%,USG%,,OWS,DWS,WS,WS/48
1967-68,26,NOB,ABA,SG,78,1091,3.7,0.414,0.217,0.243,NA,NA,7.2,9,21.8,16.7,NA,-0.6,1.2,0.6,0.026
Career,NA,,ABA,,78,1091,3.7,0.414,0.217,0.243,NA,NA,7.2,9,21.8,16.7,NA,-0.6,1.2,0.6,0.026
