,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game
Season,Age,College,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST
1973-74,18,HOUSTON,26,673,154,312,,,64,92,,110,,,,,,372,.494,,.696,25.9,14.3,4.2,
1974-75,19,HOUSTON,26,965,268,460,,,104,143,,122,,,,,,640,.583,,.727,37.1,24.6,4.7,
1975-76,20,HOUSTON,28,1082,302,582,,,126,191,,176,,,,,,730,.519,,.660,38.6,26.1,6.3,
1976-77,21,HOUSTON,36,1342,452,794,,,186,249,,159,,,,,,1090,.569,,.747,37.3,30.3,4.4,
Career,,,116,4062,1176,2148,,,480,675,,567,,,,,,2832,.547,,.711,35.0,24.4,4.9,
