Thru 3 Years,Thru 3 Years,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3
DeAndre' Bembry,,0.9,0.3,-0.4
Bob Thornton,70.9,0.9,0.4,-0.3
Trevor Wilson,70.9,0.8,0.3,-0.5
Terence Morris,62.8,0.9,0.2,-0.1
Eddie Lee Wilkins,62.8,0.8,0.3,-0.1
Randolph Keys,62.2,1,0.3,-0.2
Corey Brewer,62.0,1,0.3,-0.2
Bob Arnzen,61.5,1,0.3,-0.1
Gary Gregor,61.3,1.1,0.5,-0.4
Jim Tucker,57.6,1,0.3,0
Jay Miller,55.9,0.9,0.7,-0.3
