Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,,OWS,DWS,WS,WS/48
1960-61,24,DET,NBA,SF,74,1735,14.6,0.472,0.508,NA,NA,NA,NA,NA,1.8,0.8,2.6,0.073
1961-62,25,DET,NBA,SF,75,1351,12.2,0.458,0.56,NA,NA,NA,NA,NA,0.6,1.2,1.7,0.061
1962-63,26,SFW,NBA,SG,64,1192,10.1,0.47,0.49,NA,NA,NA,NA,NA,0.4,0.8,1.2,0.048
1963-64,27,SFW,NBA,SF,54,522,8.9,0.437,0.42,NA,NA,NA,NA,NA,-0.1,0.7,0.6,0.057
1964-65,28,SFW,NBA,SF,19,247,11.7,0.461,0.675,NA,NA,NA,6.5,NA,0.1,0.3,0.4,0.072
1966-67,30,SFW,NBA,,1,5,77,0.847,1.75,NA,NA,NA,0,NA,0.1,0,0.1,1.384
1967-68,31,SFW,NBA,,10,106,6,0.362,0.686,NA,NA,NA,4.5,NA,-0.2,0.1,-0.1,-0.048
Career,NA,,NBA,,297,5158,12.1,0.464,0.522,NA,NA,NA,5.8,NA,2.7,3.9,6.6,0.061
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,DET,NBA,,149,3086,13.5,0.466,0.528,NA,NA,NA,NA,NA,2.4,1.9,4.3,0.068
5 seasons,NA,SFW,NBA,,148,2072,10,0.458,0.511,NA,NA,NA,5.8,NA,0.3,1.9,2.2,0.052
