Thru 3 Years,Thru 3 Years,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3
Jim Bradley,,2.3,1.3,0.1
Scott Hastings,93.5,2.1,1.3,0.1
Tom Tolbert,92.2,2.5,1.3,0.1
Jon Leuer,87.5,2,1.4,0.2
Steve Novak,87.3,2.2,1.1,0.4
Tariq Abdul-Wahad,86.9,2.2,1.4,-0.2
Shelden Williams,86.0,2.2,1.2,0.5
Chucky Brown,85.8,2.2,1.6,0.3
Marty Byrnes,85.6,2.3,0.9,0
Kenny Battle,85.5,1.9,1.3,0.3
Derek Strong,84.7,2.1,1.5,0
