Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1947-48,22,BLB,BAA,,11,NA,NA,5.9,15.9,0.371,5.3,7.1,0.744,NA,1,3.8,17.1
1948-49,23,BLB,BAA,,3,NA,NA,4.3,12.3,0.351,7.3,9.7,0.759,NA,2.3,4,16
1949-50,24,NYK,NBA,,5,NA,NA,2.2,8,0.275,4,4.2,0.952,NA,1.4,4.2,8.4
1950-51,25,NYK,NBA,,14,NA,NA,3.9,10.8,0.364,3,4.9,0.618,6.7,1.7,4.4,10.9
1951-52,26,NYK,NBA,C,14,NA,30.5,5.5,11.9,0.464,4.9,6.4,0.764,7.7,0.9,3.9,15.9
1952-53,27,NYK,NBA,C,11,NA,31,4.3,11.6,0.367,4.6,6.4,0.729,7.5,2.3,4.4,13.2
1953-54,28,NYK,NBA,C,4,NA,27.8,2.5,7.8,0.323,6.3,9,0.694,8.3,2.5,4.3,11.3
Career,NA,,TOT,,62,NA,30.3,4.5,11.7,0.382,4.6,6.3,0.731,7.4,1.5,4.1,13.6
,NA,,NBA,,48,NA,30.3,4.2,10.8,0.388,4.3,5.9,0.725,7.4,1.6,4.2,12.6
,NA,,BAA,,14,NA,NA,5.6,15.1,0.368,5.7,7.6,0.748,NA,1.3,3.9,16.9
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5 seasons,NA,NYK,NBA,,48,NA,30.3,4.2,10.8,0.388,4.3,5.9,0.725,7.4,1.6,4.2,12.6
2 seasons,NA,BLB,BAA,,14,NA,NA,5.6,15.1,0.368,5.7,7.6,0.748,NA,1.3,3.9,16.9
