Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1947-48,22,BLB,BAA,,11,NA,NA,65,175,0.371,58,78,0.744,NA,11,42,188
1948-49,23,BLB,BAA,,3,NA,NA,13,37,0.351,22,29,0.759,NA,7,12,48
1949-50,24,NYK,NBA,,5,NA,NA,11,40,0.275,20,21,0.952,NA,7,21,42
1950-51,25,NYK,NBA,,14,NA,NA,55,151,0.364,42,68,0.618,94,24,61,152
1951-52,26,NYK,NBA,C,14,NA,427,77,166,0.464,68,89,0.764,108,12,55,222
1952-53,27,NYK,NBA,C,11,NA,341,47,128,0.367,51,70,0.729,82,25,48,145
1953-54,28,NYK,NBA,C,4,NA,111,10,31,0.323,25,36,0.694,33,10,17,45
Career,NA,,TOT,,62,NA,879,278,728,0.382,286,391,0.731,317,96,256,842
,NA,,NBA,,48,NA,879,200,516,0.388,206,284,0.725,317,78,202,606
,NA,,BAA,,14,NA,NA,78,212,0.368,80,107,0.748,NA,18,54,236
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5 seasons,NA,NYK,NBA,,48,NA,879,200,516,0.388,206,284,0.725,317,78,202,606
2 seasons,NA,BLB,BAA,,14,NA,NA,78,212,0.368,80,107,0.748,NA,18,54,236
