Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,,OWS,DWS,WS,WS/48
1947-48,22,BLB,BAA,,11,NA,NA,0.449,0.446,NA,NA,NA,NA,NA,2.3,0.2,2.5,NA
1948-49,23,BLB,BAA,,3,NA,NA,0.482,0.784,NA,NA,NA,NA,NA,0.4,-0.1,0.3,NA
1949-50,24,NYK,NBA,,5,NA,NA,0.426,0.525,NA,NA,NA,NA,NA,0.1,-0.1,0,NA
1950-51,25,NYK,NBA,,14,NA,NA,0.42,0.45,NA,NA,NA,NA,NA,0.1,0.4,0.4,NA
1951-52,26,NYK,NBA,C,14,427,22,0.541,0.536,NA,NA,NA,7.3,NA,1.4,0.3,1.7,0.187
1952-53,27,NYK,NBA,C,11,341,18.1,0.457,0.547,NA,NA,NA,16.4,NA,0.4,0.4,0.8,0.113
1953-54,28,NYK,NBA,C,4,111,19.4,0.48,1.161,NA,NA,NA,23.2,NA,0.2,-0.1,0.1,0.034
Career,NA,,TOT,,62,879,20.2,0.468,0.537,NA,NA,NA,12.8,NA,4.8,1,5.8,0.139
,NA,,NBA,,48,879,20.2,0.473,0.55,NA,NA,NA,12.8,NA,2.2,0.9,3,0.139
,NA,,BAA,,14,NA,NA,0.455,0.505,NA,NA,NA,NA,NA,2.7,0.1,2.8,NA
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5 seasons,NA,NYK,NBA,,48,879,20.2,0.473,0.55,NA,NA,NA,12.8,NA,2.2,0.9,3,0.139
2 seasons,NA,BLB,BAA,,14,NA,NA,0.455,0.505,NA,NA,NA,NA,NA,2.7,0.1,2.8,NA
