,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,TRB,AST,PF,PTS
1946-47,21,BOS,BAA,,10,,7,,,,,26
1947-48,22,TOT,BAA,,10,,7,,,,,23
1947-48,22,BOS,BAA,,10,,5,,,,,21
1947-48,22,BLB,BAA,,8,,7,,,,,23
1948-49,23,BLB,BAA,,11,,11,13,,,,28
1949-50,24,NYK,NBA,,12,,8,10,,,,31
1950-51,25,NYK,NBA,,9,,10,12,,,,24
1951-52,26,NYK,NBA,,12,,8,11,,,6,25
1952-53,27,NYK,NBA,,12,,11,,,,,29
1953-54,28,NYK,NBA,,10,,13,14,,,,27
1954-55,29,TOT,NBA,,10,,6,11,,,6,23
1954-55,29,SYR,NBA,,10,,6,11,,,6,23
1955-56,30,ROC,NBA,,8,,8,10,,,6,20
Career,,,TOT,,12,,13,,,,,31
,,,NBA,,12,,13,,,,,31
,,,BAA,,11,,11,,,,,28
,,,,,,,,,,,,
5 Seasons,,NYK,NBA,,12,,13,,,,,31
2 Seasons,,BOS,BAA,,10,,7,,,,,26
2 Seasons,,BLB,BAA,,11,,11,,,,,28
1 Season,,ROC,NBA,,8,,8,10,,,6,20
1 Season,,SYR,NBA,,10,,6,11,,,6,23
