,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2012-13,19,DET,NBA,C,60,1243,,,,,100%,-1.6,+3.9,14,18,76,11,64,4,64,11,27
2013-14,20,DET,NBA,C,81,2619,,,,,100%,-4.2,-0.7,22,31,129,24,141,13,79,26,44
2014-15,21,DET,NBA,C,82,2502,,,,,100%,-1.9,-1.2,25,29,122,30,158,7,127,35,58
2015-16,22,DET,NBA,C,81,2666,,,,,100%,+2.4,+6.2,33,62,121,30,198,3,164,46,73
2016-17,23,DET,NBA,C,81,2409,,,,,100%,-6.1,-11.6,48,47,104,31,158,6,209,39,58
2017-18,24,DET,NBA,C,78,2625,,,,,100%,-1.2,-3.1,83,53,86,32,182,8,525,32,59
2018-19,25,DET,NBA,C,79,2647,,,,,100%,+2.8,+9.5,39,63,116,43,193,13,274,37,90
2019-20,26,TOT,NBA,C,57,1879,,,,,100%,-5.9,+0.3,68,53,83,41,142,7,374,31,93
2019-20,26,DET,NBA,C,49,1654,,,,,100%,-4.4,-0.5,56,47,70,35,122,7,341,24,82
2019-20,26,CLE,NBA,C,8,225,,,,,100%,-16.6,-9.2,12,6,13,6,20,0,33,7,11
Career,,,NBA,,599,18590,,,,,100%,-1.8,+0.3,332,356,837,242,1236,61,1816,257,502
,,,,,,,,,,,,,,,,,,,,,,
8 seasons,,DET,NBA,,591,18365,,,,,100%,-1.6,+0.3,320,350,824,236,1216,61,1783,250,491
1 season,,CLE,NBA,,8,225,,,,,100%,-16.6,-9.2,12,6,13,6,20,0,33,7,11
