,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2003-04,19,CLE,NBA,SG,79,3122,14%,74%,11%,,,-2.6,+2.2,129,77,52,36,187,0,983,47,76
2004-05,20,CLE,NBA,SF,80,3388,,,95%,4%,,+2.1,+8.8,143,56,60,24,255,0,1234,65,71
2005-06,21,CLE,NBA,SF,79,3361,,1%,97%,2%,,+4.1,+10.4,120,68,59,35,362,16,1190,107,65
2006-07,22,CLE,NBA,SF,78,3190,,,96%,4%,,+6.2,+8.8,122,62,75,34,313,20,1065,96,49
2007-08,23,CLE,NBA,SF,75,3027,,,77%,23%,1%,+2.4,+10.9,136,61,65,33,344,12,1259,88,61
2008-09,24,CLE,NBA,SF,81,3054,,,74%,26%,,+15.0,+21.2,113,68,55,32,372,13,1406,97,59
2009-10,25,CLE,NBA,SF,76,2966,,1%,84%,15%,,+11.5,+16.8,148,57,52,27,331,7,1496,82,43
2010-11,26,MIA,NBA,SF,79,3063,,,81%,19%,,+10.6,+9.0,132,85,59,40,265,5,1260,75,38
2011-12,27,MIA,NBA,SF,62,2326,,,74%,26%,,+10.4,+14.0,125,52,40,16,210,13,872,51,31
2012-13,28,MIA,NBA,PF,76,2877,,,9%,82%,9%,+13.2,+15.3,137,52,34,26,209,7,1298,53,41
2013-14,29,MIA,NBA,PF,77,2902,,,12%,83%,5%,+7.2,+7.0,152,69,36,26,246,6,1156,74,42
2014-15,30,CLE,NBA,SF,69,2493,,,77%,23%,,+10.8,+16.6,155,61,45,26,232,7,1228,59,48
2015-16,31,CLE,NBA,SF,76,2709,,,77%,23%,,+11.5,+15.8,119,78,47,32,219,13,1262,74,69
2016-17,32,CLE,NBA,SF,74,2794,,1%,61%,35%,3%,+8.4,+17.3,179,73,52,30,250,12,1641,75,61
2017-18,33,CLE,NBA,PF,82,3026,,,37%,61%,2%,+1.4,+1.9,217,77,44,28,245,4,1836,84,68
2018-19,34,LAL,NBA,SF,55,1937,,,64%,34%,3%,+2.3,+8.1,127,44,41,16,195,9,1054,59,52
2019-20,35,LAL,NBA,PG,60,2094,57%,36%,7%,,,+10.9,+10.8,153,47,32,25,165,17,1491,62,54
Career,,,NBA,,1258,48329,3%,7%,62%,27%,1%,+7.2,+11.3,2407,1087,848,486,4400,161,21731,1248,928
,,,,,,,,,,,,,,,,,,,,,,
11 seasons,,CLE,NBA,,849,33130,1%,7%,72%,19%,1%,+6.2,+11.6,1581,738,606,337,3110,104,14600,874,670
4 seasons,,MIA,NBA,,294,11168,,,43%,53%,4%,+10.4,+11.2,546,258,169,108,930,31,4586,253,152
2 seasons,,LAL,NBA,,115,4031,29%,19%,34%,16%,1%,+6.8,+9.5,280,91,73,41,360,26,2545,121,106
