,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1971-72,23,VIR,ABA,,12,,0,,,,7,10,,,,,,,,,25
1972-73,24,VIR,ABA,,12,,0,,,,5,8,,,,,,,,,26
1973-74,25,NYA,ABA,,12,,0,,,,6,6,,,,,,,,,26
1974-75,26,NYA,ABA,,7,,1,,,,7,9,,,,,,,,,18
Career,,,,,12,,1,,,,7,10,,,,,,,,,26
2 Seasons,,NYA,ABA,,12,,1,,,,7,9,,,,,,,,,26
2 Seasons,,VIR,ABA,,12,,0,,,,7,10,,,,,,,,,26
