,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1971-72,23,VIR,ABA,,6,,0,,,,2,2,,,,,,,,,12
1972-73,24,VIR,ABA,,3,,0,,,,1,1,,,,,,,,,7
1973-74,25,NYA,ABA,,4,,0,,,,4,7,,,,,,,,,8
1974-75,26,NYA,ABA,,5,,0,,,,2,3,,,,,,,,,11
Career,,,,,6,,0,,,,4,7,,,,,,,,,12
2 Seasons,,NYA,ABA,,5,,0,,,,4,7,,,,,,,,,11
2 Seasons,,VIR,ABA,,6,,0,,,,2,2,,,,,,,,,12
