Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1972-73,22,HOU,NBA,SG,24,,12.7,1.8,3.7,.494,1.0,1.6,.590,,,2.1,0.7,,,1.3,4.6
1973-74,23,HOU,NBA,SG,4,,3.3,0.3,1.0,.250,0.0,0.0,,0.3,1.3,1.5,0.5,0.0,0.0,0.8,0.5
1974-75,24,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
1975-76,25,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
1976-77,26,CHI,NBA,SG,9,,13.2,2.0,5.2,.383,1.2,2.0,.611,0.7,1.1,1.8,1.6,0.7,0.0,1.9,5.2
Career,NA,,NBA,,37,,11.8,1.7,3.8,.450,0.9,1.5,.596,0.5,1.2,2.0,0.9,0.5,0.0,1.4,4.3
,NA,,,,,,,,,,,,,,,,,,,,
2 seasons,NA,HOU,NBA,,28,,11.4,1.6,3.3,.484,0.8,1.4,.590,0.3,1.3,2.0,0.7,0.0,0.0,1.3,4.0
1 season,NA,CHI,NBA,,9,,13.2,2.0,5.2,.383,1.2,2.0,.611,0.7,1.1,1.8,1.6,0.7,0.0,1.9,5.2
