Thru 3 Years,Thru 3 Years,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3
Paul McCracken,,0.5,0,0
DeAndre Liggins,90.5,0.6,0,0
Bryan Warrick,83.9,0.5,0.1,0
Clay Johnson,82.8,0.6,0.1,0
Gus Bailey,78.9,0.5,0.2,0
Carl Thomas,69.9,0.7,0,0
Jaren Jackson,67.7,0.4,0.1,-0.1
Stephen Graham,67.1,0.4,0,-0.1
John Lucas III,66.3,0.6,0,-0.1
Kevin Williams,63.8,0.6,0.1,0.1
Joe Young,63.1,0.5,-0.1,-0.1
