Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1992-93,23,WSB,NBA,PF,81,81,2795,6.2,14.6,0.426,0.5,1.7,0.281,5.7,12.9,0.446,2.3,3.6,0.644,2.8,7.2,10.1,3.9,1.7,0.5,3,2.5,15.3
1993-94,24,WSB,NBA,PF,78,78,2795,7,14.9,0.466,0.5,1.9,0.27,6.4,13,0.495,2.7,4,0.685,2.4,6.9,9.4,3.6,2.2,0.7,3.2,2.2,17.2
1994-95,25,TOT,NBA,SF-PF,77,63,2568,5.2,11.7,0.443,0.8,2.6,0.323,4.4,9.1,0.478,2.4,3.5,0.69,2.3,5.7,8,3.9,1.9,0.9,2.6,2.8,13.7
1994-95,25,WSB,NBA,PF,6,6,226,5.3,13.2,0.398,0.6,1.3,0.5,4.6,11.9,0.387,4.1,5.3,0.788,2.5,5.9,8.4,2.9,3.3,1.8,2.4,3,15.3
1994-95,25,GSW,NBA,PF,40,40,1324,4.8,10.8,0.443,0.8,2.4,0.311,4,8.3,0.482,1.5,2.6,0.567,2.7,5.4,8.1,3.3,1.4,0.6,2.5,2.7,11.8
1994-95,25,MIN,NBA,SF,31,17,1018,5.7,12.6,0.454,1,3.1,0.318,4.7,9.5,0.498,3.3,4.3,0.762,1.7,6.1,7.9,4.9,2.2,1,2.9,3,15.7
1995-96,26,MIN,NBA,PF,78,78,2835,6,12.7,0.471,0.3,1.1,0.302,5.7,11.7,0.487,3.7,4.7,0.773,2.2,6.5,8.8,3,1.8,1.2,3,3.4,16
1996-97,27,MIN,NBA,PF,81,81,3131,6.8,15.4,0.442,0.3,1.1,0.258,6.5,14.3,0.456,5.3,6.5,0.82,2.2,5.9,8.1,3.9,1.5,1,3.4,2.7,19.2
1997-98,28,MIN,NBA,SF,41,41,1582,7.3,14.5,0.502,0,0.4,0.118,7.2,14.1,0.513,4.2,5.1,0.821,2.4,5.7,8.1,3.8,1.4,0.5,2.5,2.3,18.7
1998-99,29,PHO,NBA,PF,43,43,1563,6.4,13.2,0.483,0,0.2,0.286,6.3,13,0.486,4,5,0.794,3,5.8,8.8,2.8,1.4,0.5,2,2.5,16.8
