,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2000-01,31,PHO,NBA,PF,57,1159,,,,32%,68%,+2.8,+0.6,26,13,66,7,28,0,123,5,32
2001-02,32,PHO,NBA,PF,44,1129,,,,63%,37%,-1.9,-1.6,38,10,64,11,19,0,164,5,15
2002-03,33,PHO,NBA,PF,27,447,,,1%,97%,2%,-7.5,-9.8,23,4,25,1,2,0,67,1,2
2003-04,34,TOT,NBA,PF,55,819,,,5%,90%,6%,-9.1,-6.9,28,6,47,4,11,0,140,2,16
2003-04,34,PHO,NBA,PF,30,304,,,13%,83%,4%,-13.7,-10.4,13,3,15,3,2,0,46,0,7
2003-04,34,UTA,NBA,PF,25,515,,,,94%,6%,-6.1,-5.2,15,3,32,1,9,0,94,2,9
2004-05,35,TOT,NBA,PF,47,966,,,,74%,26%,-11.7,-7.9,45,7,73,2,16,0,144,1,8
2004-05,35,BOS,NBA,PF,20,218,,,,84%,16%,-11.2,-12.8,8,1,14,0,2,0,27,0,1
2004-05,35,ATL,NBA,PF,27,748,,,,71%,29%,-11.8,-1.4,37,6,59,2,14,0,117,1,7
Career,,,NBA,,230,4520,,,1%,65%,33%,-4.7,-4.1,160,40,275,25,76,0,638,14,73
,,,,,,,,,,,,,,,,,,,,,,
4 seasons,,PHO,NBA,,158,3039,,,2%,58%,40%,-2.1,-2.8,100,30,170,22,51,0,400,11,56
1 season,,ATL,NBA,,27,748,,,,71%,29%,-11.8,-1.4,37,6,59,2,14,0,117,1,7
1 season,,UTA,NBA,,25,515,,,,94%,6%,-6.1,-5.2,15,3,32,1,9,0,94,2,9
1 season,,BOS,NBA,,20,218,,,,84%,16%,-11.2,-12.8,8,1,14,0,2,0,27,0,1
