Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
2004-05,19,POR,NBA,PG,68,26,1330,6.8,17.3,0.393,0.7,2.8,0.246,6.1,14.5,0.421,4.2,5.3,0.789,0.4,3.8,4.2,9,1.4,0.2,5,4.8,18.5,NA,93,111
2005-06,20,POR,NBA,PG,68,30,1641,7.6,19.3,0.394,1.9,5.4,0.352,5.7,13.9,0.411,4.3,5.8,0.743,0.6,3.4,4,8.2,2.2,0.2,3.8,5.6,21.5,NA,99,114
2006-07,21,BOS,NBA,PG,78,30,1578,5.8,15.7,0.371,1.2,4.2,0.289,4.6,11.4,0.402,3,3.6,0.818,0.6,3,3.6,7.2,1.4,0.4,3.2,5.5,15.8,NA,95,110
2007-08,22,MIN,NBA,PG,60,51,1933,6,15,0.401,0.9,3.1,0.281,5.2,11.9,0.432,2.1,2.8,0.743,0.4,3.2,3.6,9.6,1.6,0.3,3,4.6,15,NA,100,114
2008-09,23,MIN,NBA,PG,75,43,2095,6.7,17.4,0.383,1.8,5.3,0.346,4.9,12.2,0.399,3.3,4,0.819,0.8,2.4,3.2,8.6,1.8,0.3,3.7,4.6,18.5,NA,100,114
2009-10,24,TOT,NBA,PG,43,1,659,6.5,15.8,0.413,1,4.4,0.232,5.5,11.4,0.483,2.3,2.9,0.784,0.4,3.2,3.5,9.9,1.9,0.4,3.9,5.6,16.4,NA,98,111
2009-10,24,LAC,NBA,PG,39,1,582,6,14.8,0.404,1,4.2,0.234,5,10.6,0.471,2.1,2.8,0.774,0.4,3.2,3.7,10.2,2,0.4,3.9,5.8,15.1,NA,97,112
2009-10,24,CLE,NBA,PG,4,0,77,10.9,23.9,0.457,1.4,6.1,0.222,9.6,17.7,0.538,3.4,4.1,0.833,0,2.7,2.7,8.2,1.4,0,4.1,4.1,26.6,NA,102,108
2010-11,25,MIN,NBA,PG,37,8,711,6.8,16.9,0.402,2,5.5,0.359,4.8,11.4,0.423,3.1,4.2,0.733,1.2,2.6,3.8,7.8,1.7,0.2,4.5,4.5,18.6,NA,98,114
2011-12,26,PHO,NBA,PG,60,1,895,8.2,19.8,0.412,1.9,6.1,0.314,6.3,13.7,0.456,3.1,3.9,0.791,1.2,4.1,5.3,8,2.4,0.7,3.9,6.9,21.3,NA,99,107
2012-13,27,TOT,NBA,PG,59,2,980,5.9,16.3,0.362,2.8,7.9,0.353,3.1,8.4,0.371,2.8,3.6,0.783,0.7,3.7,4.4,8.1,2,0.6,3.4,5.5,17.5,NA,100,110
2012-13,27,PHO,NBA,PG,46,2,795,6.1,16,0.381,2.8,7.3,0.381,3.3,8.7,0.381,2.8,3.7,0.772,0.8,3.6,4.4,7.4,1.8,0.6,3.4,5.4,17.8,NA,101,110
2012-13,27,TOR,NBA,PG,13,0,185,5.2,17.8,0.29,2.9,10.6,0.27,2.3,7.2,0.32,2.9,3.4,0.833,0.3,4.3,4.6,11.2,2.6,0.3,3.2,5.7,16.1,NA,96,108
2014-15,29,OKC,NBA,PG,16,1,327,7.1,19.2,0.368,2.8,9.2,0.3,4.3,10,0.431,3.7,5.2,0.706,0.3,4.3,4.6,6.9,1.5,0,2.8,4.4,20.5,NA,102,109
Career,NA,,NBA,,564,193,12149,6.7,17.1,0.39,1.6,4.9,0.319,5.1,12.2,0.419,3.2,4.1,0.777,0.7,3.2,3.9,8.5,1.8,0.3,3.7,5.2,18,NA,98,112
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,MIN,NBA,,172,102,4739,6.4,16.4,0.393,1.5,4.4,0.33,5,12,0.416,2.8,3.6,0.778,0.7,2.8,3.5,8.9,1.7,0.3,3.5,4.6,17.1,NA,100,114
2 seasons,NA,POR,NBA,,136,56,2971,7.2,18.4,0.394,1.3,4.2,0.32,5.9,14.2,0.416,4.3,5.6,0.763,0.5,3.6,4.1,8.6,1.8,0.2,4.4,5.2,20.1,NA,96,113
2 seasons,NA,PHO,NBA,,106,3,1690,7.2,18,0.399,2.3,6.7,0.349,4.9,11.3,0.429,3,3.8,0.782,1,3.9,4.9,7.7,2.1,0.7,3.7,6.2,19.6,NA,100,108
1 season,NA,BOS,NBA,,78,30,1578,5.8,15.7,0.371,1.2,4.2,0.289,4.6,11.4,0.402,3,3.6,0.818,0.6,3,3.6,7.2,1.4,0.4,3.2,5.5,15.8,NA,95,110
1 season,NA,LAC,NBA,,39,1,582,6,14.8,0.404,1,4.2,0.234,5,10.6,0.471,2.1,2.8,0.774,0.4,3.2,3.7,10.2,2,0.4,3.9,5.8,15.1,NA,97,112
1 season,NA,OKC,NBA,,16,1,327,7.1,19.2,0.368,2.8,9.2,0.3,4.3,10,0.431,3.7,5.2,0.706,0.3,4.3,4.6,6.9,1.5,0,2.8,4.4,20.5,NA,102,109
1 season,NA,TOR,NBA,,13,0,185,5.2,17.8,0.29,2.9,10.6,0.27,2.3,7.2,0.32,2.9,3.4,0.833,0.3,4.3,4.6,11.2,2.6,0.3,3.2,5.7,16.1,NA,96,108
1 season,NA,CLE,NBA,,4,0,77,10.9,23.9,0.457,1.4,6.1,0.222,9.6,17.7,0.538,3.4,4.1,0.833,0,2.7,2.7,8.2,1.4,0,4.1,4.1,26.6,NA,102,108
