Career,Career,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3
Billy Thomas,,0.4,0.2,-0.1
Corey Beck,82.8,0.4,0.2,-0.1
Elijah Millsap,74.0,0.4,0.1,-0.1
Brad Holland,67.3,0.3,0.1,-0.1
Russ Lee,57.5,0.3,0.2,0
Malcolm Lee,51.7,0.4,0.1,0
Doug Lee,50.9,0.4,0.4,0
Lance Blanks,49.7,0.4,0.2,0.1
James White,49.7,0.5,0.3,0
Briante Weber,48.2,0.4,0.3,0
Anthony Jones,45.7,0.5,0.3,0
