,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1974-75,24,POR,NBA,,5,7,6,6,1,3,3,7,2,1,4,10
1975-76,25,POR,NBA,,8,12,5,6,2,5,7,8,3,1,5,17
Career,,,,,8,12,6,6,2,5,7,8,3,1,5,17
